city_name,country,hotel_name,latitude,longitude,score,description,booking_url
Aix en Provence,France,Villa Amara,43.530509,5.4548023,9.8,"L’établissement Villa Amara se situe à Aix-en-Provence, à 31 km de ce lieu d’intérêt : Gare de Marseille-Saint-Charles. Il possède une piscine extérieure ouverte en saison, un jardin, une terrasse et un parking privé. Cette maison d'hôtes 5 étoiles propose un service de concierge et une connexion Wi-Fi gratuite. Cet établissement pour les personnes souffrant d'allergies se trouve à 32 km de : Métro Joliette.

Les hébergements sont dotés de la climatisation, d'un coin salon, d'une télévision à écran plat avec les chaînes du satellite, d'une cuisineet d'un coin repas. Ils possèdent également une salle de bains privative comportant une douche, des articles de toilette gratuits et un sèche-cheveux. Certains hébergements offrent une vue sur la piscine. Tous proposent une machine à café. Des serviettes et du linge de lit sont fournis.

Un petit-déjeuner continental, végétarien ou sans gluten est servi sur place.

Vous séjournerez à respectivement 32 km et 33 km de ces lieux d’intérêt : Centre commercial Les Terrasses du Port et Métro Vieux-Port. L'aéroport le plus proche (Aéroport de Marseille Provence) est à 27 km.",https://www.booking.com/hotel/fr/villa-amara.fr.html?aid=304142&label=gen173nr-10CAQoggJCHnNlYXJjaF9haXggZW4gcHJvdmVuY2UsIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4AuSOoc8GwAIB0gIkMzZkNTljMWYtNTA0OS00MWVjLWIwOWItYWQ1ZTNhZTFiOTEx2AIB4AIB&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=12ae1bf2de09004f&srepoch=1776830316&all_sr_blocks=868722402_383060620_2_2_0&highlighted_blocks=868722402_383060620_2_2_0&matching_block_id=868722402_383060620_2_2_0&sr_pri_blocks=868722402_383060620_2_2_0__454300&from=searchresults
Nimes,France,Mas d'Escattes,43.870408383047945,4.404552387779193,9.8,"L’établissement Mas d'Escattes se trouve à Nîmes (Languedoc-Roussillon), à 8 km de ce lieu d’intérêt : Parc des expositions de Nîmes. Il propose une connexion Wi-Fi gratuite, un barbecue, une piscine extérieure et un parking privé gratuit.

Certains logements disposent également d’une cuisine équipée d’un réfrigérateur, d’un lave-vaisselle et d’un four.

L’établissement Mas d'Escattes sert un petit-déjeuner buffet ou continental.

L’établissement Mas d'Escattes comprend un jardin et une terrasse bien exposée.

Vous séjournerez à respectivement 40 km et 41 km de ces lieux d’intérêt : Gare d'Avignon-Centre et Palais des Papes d'Avignon. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 15 km.",https://www.booking.com/hotel/fr/mas-d-39-escattes.fr.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9uaW1lcywgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgC8pahzwbAAgHSAiQ2ZWEyYzllZC05MTE5LTQ5ZTAtYjUwNS04MjkyYWZkMTQwMDnYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=bc621df8d937015e&srepoch=1776831349&all_sr_blocks=459344203_142437487_2_2_0&highlighted_blocks=459344203_142437487_2_2_0&matching_block_id=459344203_142437487_2_2_0&sr_pri_blocks=459344203_142437487_2_2_0__105000&from=searchresults
Collioure,France,La Casa Machado 2,42.526155660399,3.0822328319289998,9.6,"L’hébergement La Casa Machado 2 se situe à Collioure, à respectivement 300 mètres et 200 mètres de ces lieux d’intérêt : Plage Boramar et Château Royal de Collioure. Il propose des équipements tels qu’une connexion Wi-Fi gratuite et une télévision à écran plat. Cet appartement est à respectivement 33 km et 2,7 km de : Stade Gilbert-Brutus et Casino de Collioure.

Bénéficiant d’un accès direct à une terrasse, cet appartement avec climatisation comporte 2 chambres et une cuisine entièrement équipée. Des serviettes et du linge de lit sont à disposition.

Vous séjournerez à 23 km de ce lieu d’intérêt : Golf de Saint-Cyprien. L'aéroport le plus proche (Aéroport de Perpignan - Rivesaltes) est à 42 km.",https://www.booking.com/hotel/fr/la-casa-machado-2.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9jb2xsaW91cmUsIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4AtmVoc8GwAIB0gIkYmFlYWFhOTEtYjA3OS00ZmYwLWE5N2QtN2UwMzA5NDc2MGU12AIB4AIB&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=a8031dacca800166&srepoch=1776831197&all_sr_blocks=916520501_363139254_4_0_0&highlighted_blocks=916520501_363139254_4_0_0&matching_block_id=916520501_363139254_4_0_0&sr_pri_blocks=916520501_363139254_4_0_0__136500&from=searchresults
Nimes,France,"Villa des 3 Ponts, Piscine au calme",43.8592296,4.3820603,9.5,"Situé à Nîmes, l’hébergement Villa des 3 Ponts, Piscine au calme comprend une piscine privée et une connexion Wi-Fi gratuite. Cet hébergement est installé à 6,2 km de : Parc des expositions de Nîmes. Il propose une terrasse et un parking privé gratuit.

Cette villa avec climatisation comporte 4 chambres, une télévision à écran plat, ainsi qu’une cuisine avec un réfrigérateur et un lave-vaisselle. Cet hébergement met à votre disposition des serviettes et du linge de lit.

Vous séjournerez à respectivement 36 km et 43 km de ces lieux d’intérêt : Arènes d'Arles et Gare d'Avignon-Centre. L'aéroport le plus proche (Aéroport de Nîmes Alès Camargue Cévennes) est à 12 km.",https://www.booking.com/hotel/fr/villa-des-3-ponts-piscine.fr.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9uaW1lcywgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgC8pahzwbAAgHSAiQ2ZWEyYzllZC05MTE5LTQ5ZTAtYjUwNS04MjkyYWZkMTQwMDnYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=bc621df8d937015e&srepoch=1776831349&all_sr_blocks=1251476501_409989732_8_0_0&highlighted_blocks=1251476501_409989732_8_0_0&matching_block_id=1251476501_409989732_8_0_0&sr_pri_blocks=1251476501_409989732_8_0_0__192500&from=searchresults
Carcassonne,France,Carcassonne Guesthouse,43.20869363850928,2.3553362488746643,9.3,"Carcassonne Guesthouse is a B&B located in Carcassonne. The property is situated on the river Aude and features a shared terrace with views of the castle. The fortified city is just a 10-minute walk away. Free WiFi is provided throughout.

Each room here features air conditioning, a wardrobe and a flat-screen TV. Featuring a shower, the private bathroom also comes with a hairdryer. Children of 11 years and younger cannot be accommodated.

A continental breakfast is available every morning for €9 per person. 

Shops, bars and restaurants can be found with a 5-minute walk of the property.

The bed and breakfast is 4 km from Carcassonne Airport.",https://www.booking.com/hotel/fr/carcassonne-guesthouse.fr.html?aid=304142&label=gen173nr-10CAQoggJCGnNlYXJjaF9jYXJjYXNzb25uZSwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCm5WhzwbAAgHSAiQ4NjQzOWRlMi1jMjU0LTQ3NGYtYTg0YS01ZWYwOWY4MDNmOWXYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=7a621d8dc65200fe&srepoch=1776831135&all_sr_blocks=131636201_392094530_2_0_0&highlighted_blocks=131636201_392094530_2_0_0&matching_block_id=131636201_392094530_2_0_0&sr_pri_blocks=131636201_392094530_2_0_0__66200&from=searchresults
Grenoble,France,Appartements Residilaverde Gare,45.18988406394267,5.716276913881302,9.2,"Proposant une terrasse et des hébergements avec vue sur la ville, l’établissement Appartements Residilaverde Gare bénéficie d’une situation géographique idéale à Grenoble, à proximité de ce lieu d’intérêt : Gare de Grenoble. Une connexion Wi-Fi gratuite est fournie dans tout l’établissement et un parking privé est disponible sur place.

Chaque hébergement possède une télévision à écran plat avec les chaînes du satellite. Vous bénéficierez également d’une cuisine complètement équipée comprenant une table à manger, ainsi que d’une salle de bains privative comportant une douche, des articles de toilette gratuits et un sèche-cheveux. Un réfrigérateur, un lave-vaisselle et un four sont également à votre disposition, de même qu’une machine à café et une bouilloire.

Vous séjournerez à respectivement 600 mètres et 5,5 km de ces lieux d’intérêt : World Trade Center Grenoble et Alpexpo. L'aéroport le plus proche (Aéroport de Grenoble-Alpes-Isère) est à 46 km.",https://www.booking.com/hotel/fr/residilaverde-gare.fr.html?aid=304142&label=gen173nr-10CAQoggJCF3NlYXJjaF9ncmVub2JsZSwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCpI-hzwbAAgHSAiRhNmM5MmIyYS1hZmRjLTQxODctYWVjYy04NGQxMjZlYjMyYzfYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=03ce1c12bd66011b&srepoch=1776830376&all_sr_blocks=42736701_384886732_0_0_0&highlighted_blocks=42736701_384886732_0_0_0&matching_block_id=42736701_384886732_0_0_0&sr_pri_blocks=42736701_384886732_0_0_0__65835&from=searchresults
Paris,France,Bradford Elysées - Astotel,48.87291320304089,2.3081912844827457,9.1,"Occupant un bâtiment haussmannien, le Bradford Elysées - Astotel est un établissement 4 étoiles, installé au cœur de Paris, à proximité des célèbres Champs-Élysées. L’établissement propose des chambres élégantes et une salle de petit-déjeuner avec un toit en verre.

Affichant une décoration classique et élégante, les chambres spacieuses du Bradford Elysées comportent une télévision par câble. Certains logements s’ouvrent sur un balcon. Les chambres comprennent également un minibar approvisionné en boissons sans alcool gratuites. Les salles de bains privatives sont pourvues de carrelage et d’un lavabo en marbre.

Un petit-déjeuner buffet est servi chaque matin dans la salle à manger lumineuse de l’hôtel. Vous pourrez également déguster votre petit-déjeuner dans l’intimité de votre chambre. De l’après-midi jusqu’à tard en soirée, des boissons sans alcool et des collations vous seront servies gratuitement dans le hall de l’hôtel. Vous pourrez bénéficier de ce service dans tous les autres établissements Astotel de Paris et déguster une boisson ou une collation gratuitement.

Le Bradford Elysées est implanté à 5 minutes à pied de la station de métro Franklin D. Roosevelt, qui dessert directement le jardin des Tuileries, le musée du Louvre et la place de la Bastille. Vous bénéficierez gratuitement d’une connexion Wi-Fi dans l’ensemble de l’établissement et toutes les chambres sont desservies par un ascenseur. Après une journée de visites, vous pourrez vous détendre dans le salon de l’hôtel.",https://www.booking.com/hotel/fr/bradfordelysees.fr.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCw5ChzwbAAgHSAiQ0OWJkN2ZmNi02ODExLTQ1ZmItYjQzYy1mZThiYzA0NmI2NGXYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=427b1c61c14e03ad&srepoch=1776830535&all_sr_blocks=5090809_91457998_0_2_0&highlighted_blocks=5090809_91457998_0_2_0&matching_block_id=5090809_91457998_0_2_0&sr_pri_blocks=5090809_91457998_0_2_0__201100&from=searchresults
Paris,France,Hotel Joke - Astotel,48.8824459,2.3318647999999484,9.1,"L’établissement Hotel Joke - Astotel bénéficie d’un emplacement attractif dans le quartier 9e arr. De Paris, à respectivement 1,1 km, 1,4 km et 700 mètres de ces lieux d’intérêt : Gare Saint-Lazare, Opéra Garnier et Salle de spectacles La Cigale. Cet hôtel 3 étoiles propose une réception ouverte 24h/24, un service de concierge et une connexion Wi-Fi gratuite. Cet établissement non-fumeurs se situe à 500 mètres de : Métro Pigalle.

Les hébergements comprennent la climatisation, un bureau, une bouilloire, un minibar, un coffre-fort, une télévision à écran plat et une salle de bains privative dotée d’une baignoire ou une douche. Des serviettes et du linge de lit sont fournis.

Un petit-déjeuner buffet, continental ou végétarien est servi sur place.

Vous séjournerez à respectivement 2,6 km et 2,7 km de ces lieux d’intérêt : Gare du Nord et Musée de l'Orangerie. L'aéroport le plus proche (Aéroport de Paris - Orly) est à 19 km.",https://www.booking.com/hotel/fr/joke-astotel.fr.html?aid=304142&label=gen173nr-10CAQoggJCFHNlYXJjaF9wYXJpcywgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCw5ChzwbAAgHSAiQ0OWJkN2ZmNi02ODExLTQ1ZmItYjQzYy1mZThiYzA0NmI2NGXYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=427b1c61c14e03ad&srepoch=1776830535&all_sr_blocks=134376802_89504560_0_2_0&highlighted_blocks=134376802_89504560_0_2_0&matching_block_id=134376802_89504560_0_2_0&sr_pri_blocks=134376802_89504560_0_2_0__136800&from=searchresults
Collioure,France,Hôtel La Casa Pairal,42.5261673320343,3.082355707883835,9.1,"Situé à 250 mètres de la plage et du port de Collioure, l’Hôtel La Casa Pairal propose un jardin fleuri exotique et une piscine extérieure chauffée. Il occupe un bâtiment catalan du XIXe siècle au cœur du vieux quartier de Collioure.

Les chambres à la décoration traditionnelle de l’Hôtel La Casa Pairal sont climatisées. Elles possèdent toutes une télévision par satellite à écran plat, un minibar et une connexion Wi-Fi gratuite. Certaines offrent une vue sur la ville, la cour de l’hôtel et sa fontaine, ou la place du village.

A l’Hôtel La Casa Pairal, un petit-déjeuner buffet pourra vous être servi tous les jours dans la salle prévue à cet effet ou dans votre chambre sur demande. Vous pourrez également prendre un verre dans le jardin de l’hôtel.

La réception est ouverte 24h/24. Des journaux gratuits et un coffre-fort sont également disponibles.

La gare de Collioure se trouve à 500 mètres. Vous séjournerez à 23 km de la frontière espagnole.",https://www.booking.com/hotel/fr/hotelcasapairal.fr.html?aid=304142&label=gen173nr-10CAQoggJCGHNlYXJjaF9jb2xsaW91cmUsIGZyYW5jZUgNWARokQGIAQGYATO4ARnIAQzYAQPoAQH4AQGIAgGoAgG4AtmVoc8GwAIB0gIkYmFlYWFhOTEtYjA3OS00ZmYwLWE5N2QtN2UwMzA5NDc2MGU12AIB4AIB&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=a8031dacca800166&srepoch=1776831197&all_sr_blocks=5185808_429016819_2_2_0&highlighted_blocks=5185808_429016819_2_2_0&matching_block_id=5185808_429016819_2_2_0&sr_pri_blocks=5185808_429016819_2_2_0__300075&from=searchresults
Carcassonne,France,Hotel de la Cité Carcassonne - MGallery Collection,43.205627,2.362696000000028,9.0,"L’Hotel de la Cité & Spa MGallery vous accueille dans un château de style médiéval situé à l’intérieur des remparts de Carcassonne. L’hôtel possède un jardin et une piscine extérieure avec vue sur l’église Saint-Nazaire. Vous bénéficierez gratuitement d’une connexion Internet par câble et Wi-Fi. 

Arborant une décoration classique ou de style provençal, toutes les chambres sont munies d’une station d’accueil pour iPod. Certaines comportent un balcon avec vue sur la ville.

La brasserie-restaurant d’été sert des spécialités régionales et un petit-déjeuner composé de viennoiseries faites maison. Vous pourrez également dîner au restaurant Barbacane, étoilé au guide Michelin, ou déguster un cocktail au bar.

Par ailleurs, vous aurez la possibilité de participer à une dégustation de vin dans la cave sur place ou de réserver une croisière sur le fleuve auprès de la réception ouverte 24h/24. L’hôtel assure un service de navette, ainsi que de voiturier si vous utilisez le parking privé.

Vous séjournerez à 2,4 km de la gare de Carcassonne. Vous séjournerez à 61 km de la ville de Narbonne. Enfin, vous bénéficierez d’un stationnement sur place moyennant des frais supplémentaires.

- pas de station d'accueil pour iPod dans les chambres ;
- pas de brasserie ni de restaurant d'été, mais un bar dans le jardin en été où vous pourrez déguster des tapas tout en admirant la vue sur les remparts ;
- pas de dégustation de vin dans la cave sur place.",https://www.booking.com/hotel/fr/hotel-de-la-cite.fr.html?aid=304142&label=gen173nr-10CAQoggJCGnNlYXJjaF9jYXJjYXNzb25uZSwgZnJhbmNlSA1YBGiRAYgBAZgBM7gBGcgBDNgBA-gBAfgBAYgCAagCAbgCm5WhzwbAAgHSAiQ4NjQzOWRlMi1jMjU0LTQ3NGYtYTg0YS01ZWYwOWY4MDNmOWXYAgHgAgE&ucfs=1&arphpl=1&checkin=2026-05-02&checkout=2026-05-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=7a621d8dc65200fe&srepoch=1776831135&all_sr_blocks=22877545_94353836_2_34_0&highlighted_blocks=22877545_94353836_2_34_0&matching_block_id=22877545_94353836_2_34_0&sr_pri_blocks=22877545_94353836_2_34_0__315709&from=searchresults
